,etag,id,kind,snippet.categoryId,snippet.channelId,snippet.channelTitle,snippet.defaultAudioLanguage,snippet.description,snippet.liveBroadcastContent,snippet.localized.description,snippet.localized.title,snippet.publishedAt,snippet.tags,snippet.thumbnails.default.height,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.high.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.maxres.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.medium.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.standard.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.title,statistics.commentCount,statistics.dislikeCount,statistics.favoriteCount,statistics.likeCount,statistics.viewCount
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/PEGXwLXs5KUlY4tr3DDRztAwBdk""",8CSgwajpvtc,youtube#video,19,UCO7d_t6LYt115jrYnPVlOjw,Harry Ward,,"TROPHY FISHING ON FORT PECK — Whether fishing for trophy Walleye, Nothern Pike, Sauger, Small-Mouth Bass, or Saugeye — Marvin and Connie Loomis of Brusett, Montana, will get you to the hot spots for fishing in the Fort Peck area. Offering great Ice-fishing as well.",none,"TROPHY FISHING ON FORT PECK — Whether fishing for trophy Walleye, Nothern Pike, Sauger, Small-Mouth Bass, or Saugeye — Marvin and Connie Loomis of Brusett, Montana, will get you to the hot spots for fishing in the Fort Peck area. Offering great Ice-fishing as well.",Fort Peck Trophy Fishing - Montana,2010-07-15T17:29:25.000Z,"[REVISED, TROPHY]",90,https://i.ytimg.com/vi/8CSgwajpvtc/default.jpg,120,360,https://i.ytimg.com/vi/8CSgwajpvtc/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/8CSgwajpvtc/mqdefault.jpg,320,,,,Fort Peck Trophy Fishing - Montana,0,1,0,4,6506
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/k9C-OR0Sy6GhfUYgJtkE9O-1fHc""",Hm7ejRHFVDQ,youtube#video,24,UCrKDyqqnaJT6hfDVVHxV9mQ,SuperGloob,,Team Fortress 2 on Microsoft Surface Pro,none,Team Fortress 2 on Microsoft Surface Pro,TF2 on Surface Pro,2013-02-25T23:44:36.000Z,"[Microsoft Surface Pro, Team Fortress 2, TF2, Tablet, Steam]",90,https://i.ytimg.com/vi/Hm7ejRHFVDQ/default.jpg,120,360,https://i.ytimg.com/vi/Hm7ejRHFVDQ/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/Hm7ejRHFVDQ/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/Hm7ejRHFVDQ/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/Hm7ejRHFVDQ/sddefault.jpg,640.0,TF2 on Surface Pro,4,3,0,7,1127
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/eU9e4heMz95UergT4uQpO12ILW0""",n5jmfdU6Tb0,youtube#video,26,UCOC87AIBm2ul1metht5fY2A,averagebetty,,"I hope Canadians are as nice as everyone says they are. I think I butchered their unofficial national dish, POUTINE. Shout outs to TheAimlessCook and Chef John of Foodwishes!!

How I should have been pronouncing it: http://www.howjsay.com/index.php?word=poutine&submit=Submit

*Stick around for BLOOPERS! after the RECIPE*

Get the Oven Baked Idaho Potato Poutine Recipe: http://www.averagebetty.com/recipes/oven-baked-idaho-potato-poutine-recipe/

More Idaho Potato Commission Recipes: http://www.idahopotato.com/recipes

TheAimlessCook on YouTube: http://www.youtube.com/user/MrJingjong

Chef John's Recipe for Basic All-American Brown Gravy on About.com: http://americanfood.about.com/od/saucesdipsanddressings/r/browngravy.htm",none,"I hope Canadians are as nice as everyone says they are. I think I butchered their unofficial national dish, POUTINE. Shout outs to TheAimlessCook and Chef John of Foodwishes!!

How I should have been pronouncing it: http://www.howjsay.com/index.php?word=poutine&submit=Submit

*Stick around for BLOOPERS! after the RECIPE*

Get the Oven Baked Idaho Potato Poutine Recipe: http://www.averagebetty.com/recipes/oven-baked-idaho-potato-poutine-recipe/

More Idaho Potato Commission Recipes: http://www.idahopotato.com/recipes

TheAimlessCook on YouTube: http://www.youtube.com/user/MrJingjong

Chef John's Recipe for Basic All-American Brown Gravy on About.com: http://americanfood.about.com/od/saucesdipsanddressings/r/browngravy.htm",POUTINE!,2012-04-30T22:02:55.000Z,"[averagebetty, average, betty, hungry, nation, sara, odonnell, youtube, next, chef, idaho, potato, commission, poutine, french, fries, brown, gravy, cheese, curd, how-to, recipe, food, john, foodwishes, theaimlesscook, jay, del, corro, canada, canadian, unofficial, national, dish, american, oven, baked, kitchen, classic, bloopers, Cooking, Eating, Funny, Wendy's, Poutition]",90,https://i.ytimg.com/vi/n5jmfdU6Tb0/default.jpg,120,360,https://i.ytimg.com/vi/n5jmfdU6Tb0/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/n5jmfdU6Tb0/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/n5jmfdU6Tb0/sddefault.jpg,640.0,POUTINE!,258,43,0,216,14215
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/jztTeDB2bhlXpnKhUoQ0CyKbsHI""",FKhAyJQlmBA,youtube#video,22,UCKly1onO7k4_hL0dsX3jzZA,Eybran Salmeron,, ,none,,Carnaval Nicaragua Alegría por la Vida 2013,2013-05-02T13:53:27.000Z,,90,https://i.ytimg.com/vi/FKhAyJQlmBA/default.jpg,120,360,https://i.ytimg.com/vi/FKhAyJQlmBA/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/FKhAyJQlmBA/mqdefault.jpg,320,,,,Carnaval Nicaragua Alegría por la Vida 2013,0,0,0,11,4383
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/X5hvl5NdqrY9LQDKJBd0MfPYrQQ""",ozPbhF0F0dc,youtube#video,24,UCVrunVafXyeYu1iTmzSFsAA,Artiom Prigozhiy,,A video with quite a few accidents on a trial bike.,none,A video with quite a few accidents on a trial bike.,Funny trial video,2007-04-29T05:58:31.000Z,"[Trial, bike, fall, zoo, accident, street, MTB]",90,https://i.ytimg.com/vi/ozPbhF0F0dc/default.jpg,120,360,https://i.ytimg.com/vi/ozPbhF0F0dc/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/ozPbhF0F0dc/mqdefault.jpg,320,,,,Funny trial video,49,6,0,142,68145
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/IFHMdnmnbTfyav5v0eOqWkbzX7E""",OuLLtnPv3F4,youtube#video,25,UCU6KG-xVGVyS6_nVKPtTKMA,probono TV,de,"Friedrich Küppersbusch über ""Wir sind die Guten"" von Mathias Bröckers und Paul Schreyer.",none,"Friedrich Küppersbusch über ""Wir sind die Guten"" von Mathias Bröckers und Paul Schreyer.","Coole Bücher: ""Wir sind die Guten""",2014-09-22T08:11:50.000Z,"[Küppersbusch, putin, ukraine, medien, medienkritik, Westend Verlag, Friedrich Küppersbusch]",90,https://i.ytimg.com/vi/OuLLtnPv3F4/default.jpg,120,360,https://i.ytimg.com/vi/OuLLtnPv3F4/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/OuLLtnPv3F4/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/OuLLtnPv3F4/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/OuLLtnPv3F4/sddefault.jpg,640.0,"Coole Bücher: ""Wir sind die Guten""",5,0,0,27,2027
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/ta7whIjA7uiPZqLJigTkCvfpBsE""",_yndt-AcdE4,youtube#video,26,UCOjOqr5SIDpgBssNz1XiVJw,Mary's Test Kitchen | Vegan Cooking,en-GB,"The Thug Kitchen cookbook was released last year amidst some controversy. In this review, I do address the issues (albeit lightly) as I don't feel it would be fair to do a review without acknowledging the concerns of cultural misappropriation and racial sensitivity.
To learn more, check out:
Vegan Sistah: http://sistahvegan.com/2014/11/04/video-on-ferguson-thug-kitchen-trayvon-martin-intersections-of-post-race-consciousness-food-justice-and-hip-hop-veganism/

CBC news coverage: http://www.cbc.ca/newsblogs/yourcommunity/2014/09/thug-kitchen-creators-revealed-as-white-race-debate-ensues.html

********************************************************

The recipes tested in this video include Cornmeal Waffles and Strawberry Syrup, Spiced Chickpea Wraps with Tahini Dressing and Vegetable Pad Thai. I also tried the Tofu Scramble Tacos and Cauliflower bites previously but did not film those.

I know a lot of you have and LOVE this book. Remember these cookbook reviews are only only my opinion (and I mention other's opinions if they shared in the food) and it is 100% ok to have a different opinion. We all have different palates depending on what kinds of foods we have been exposed to and what we grew up with.

Buy Thug Kitchen: Eat Like You Give A on Amazon: http://amzn.to/2228o0I

COOKBOOK REVIEW REQUESTS
Here's a link to all the vegan cookbooks that I have access to: https://www.pinterest.com/marystestktchn/vegan-cookbooks-i-have/ Feel free to request reviews for these or others. :-)

Rather read a review? Find my blog post here: http://www.marystestkitchen.com/thug-kitchen-eat-like-you-give-a-cookbook-review/

********************************************************
Other links mentioned in this video:

Baked Spicy Peanut Tofu: https://www.youtube.com/watch?v=ySMpOrEh78w&index=19&list=PL6QDlGTnYxpFjPdhy6SPk3i2fKq_tvHLz

Fluffy Pancakes: https://www.youtube.com/watch?v=acX24ysl1U0&index=4&list=PL6QDlGTnYxpG0q1tAZ5K44xa8v_J6SnDA

Easy Flour Tortillas: https://www.youtube.com/watch?v=Xmvr1ql2xAs&index=2&list=PL6QDlGTnYxpG0q1tAZ5K44xa8v_J6SnDA

Cookbook Review Playlist: https://www.youtube.com/watch?v=JGnJpD2ZrD0&index=3&list=PL6QDlGTnYxpH9Y2Inqr5lAiNx2syyBnph

********************************************************
Connect with me!

Instagram; http://instagram.com/marystestkitchen

Twitter: http://www.twitter.com/marystestktchn

Facebook: http://www.facebook.com/marystestkitchen

My blog: http://www.marystestkitchen.com",none,"The Thug Kitchen cookbook was released last year amidst some controversy. In this review, I do address the issues (albeit lightly) as I don't feel it would be fair to do a review without acknowledging the concerns of cultural misappropriation and racial sensitivity.
To learn more, check out:
Vegan Sistah: http://sistahvegan.com/2014/11/04/video-on-ferguson-thug-kitchen-trayvon-martin-intersections-of-post-race-consciousness-food-justice-and-hip-hop-veganism/

CBC news coverage: http://www.cbc.ca/newsblogs/yourcommunity/2014/09/thug-kitchen-creators-revealed-as-white-race-debate-ensues.html

********************************************************

The recipes tested in this video include Cornmeal Waffles and Strawberry Syrup, Spiced Chickpea Wraps with Tahini Dressing and Vegetable Pad Thai. I also tried the Tofu Scramble Tacos and Cauliflower bites previously but did not film those.

I know a lot of you have and LOVE this book. Remember these cookbook reviews are only only my opinion (and I mention other's opinions if they shared in the food) and it is 100% ok to have a different opinion. We all have different palates depending on what kinds of foods we have been exposed to and what we grew up with.

Buy Thug Kitchen: Eat Like You Give A on Amazon: http://amzn.to/2228o0I

COOKBOOK REVIEW REQUESTS
Here's a link to all the vegan cookbooks that I have access to: https://www.pinterest.com/marystestktchn/vegan-cookbooks-i-have/ Feel free to request reviews for these or others. :-)

Rather read a review? Find my blog post here: http://www.marystestkitchen.com/thug-kitchen-eat-like-you-give-a-cookbook-review/

********************************************************
Other links mentioned in this video:

Baked Spicy Peanut Tofu: https://www.youtube.com/watch?v=ySMpOrEh78w&index=19&list=PL6QDlGTnYxpFjPdhy6SPk3i2fKq_tvHLz

Fluffy Pancakes: https://www.youtube.com/watch?v=acX24ysl1U0&index=4&list=PL6QDlGTnYxpG0q1tAZ5K44xa8v_J6SnDA

Easy Flour Tortillas: https://www.youtube.com/watch?v=Xmvr1ql2xAs&index=2&list=PL6QDlGTnYxpG0q1tAZ5K44xa8v_J6SnDA

Cookbook Review Playlist: https://www.youtube.com/watch?v=JGnJpD2ZrD0&index=3&list=PL6QDlGTnYxpH9Y2Inqr5lAiNx2syyBnph

********************************************************
Connect with me!

Instagram; http://instagram.com/marystestkitchen

Twitter: http://www.twitter.com/marystestktchn

Facebook: http://www.facebook.com/marystestkitchen

My blog: http://www.marystestkitchen.com",Thug Kitchen: Eat Like You Give A | Cookbook Review by Mary's Test Kitchen,2015-05-11T22:55:08.000Z,"[Review (Media Genre), Cookbook (Literary Genre), Test Kitchen, thug kitchen, book review, cooking, recipes, vegan, Veganism (Diet), vegetarian, Vegetarian Food (Cuisine), Book, Recipe, Eating]",90,https://i.ytimg.com/vi/_yndt-AcdE4/default.jpg,120,360,https://i.ytimg.com/vi/_yndt-AcdE4/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/_yndt-AcdE4/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/_yndt-AcdE4/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/_yndt-AcdE4/sddefault.jpg,640.0,Thug Kitchen: Eat Like You Give A | Cookbook Review by Mary's Test Kitchen,150,97,0,672,53555
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/CBGx2LXGz1S0E_6tFptL-LOvgjE""",cb___Kyb4VA,youtube#video,17,UC0qg_7y5fNPENnPQ7C7Vg5A,bthause,,Dustin Cochran racing at Dirt Country may 10th 125 B  2nd Place finish,none,Dustin Cochran racing at Dirt Country may 10th 125 B  2nd Place finish,Dustin Cochran #494 125 B Dirt Country  KTM 125,2009-05-11T16:34:57.000Z,"[Motocross, Dirt, Country, Ohiomx, Germantown, KTM, 125sx]",90,https://i.ytimg.com/vi/cb___Kyb4VA/default.jpg,120,360,https://i.ytimg.com/vi/cb___Kyb4VA/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/cb___Kyb4VA/mqdefault.jpg,320,,,,Dustin Cochran #494 125 B Dirt Country  KTM 125,0,0,0,1,1466
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/eVhRE_zrWN0nYvRbbZZKA3jSmk4""",_aUZGidp46M,youtube#video,24,UCPILArE6v7iOwvL1bOYJ5Jw,XBoxUser.de,,"XBoxUser.de - The Incredible Hulk Gameplay Trailer from SEGA (PlayStation3, Xbox 360, Nintendo Wii, Nintendo DS, PlayStation2 + PC)",none,"XBoxUser.de - The Incredible Hulk Gameplay Trailer from SEGA (PlayStation3, Xbox 360, Nintendo Wii, Nintendo DS, PlayStation2 + PC)",XBoxUser.de - The Incredible Hulk Gameplay Trailer,2008-06-09T11:30:30.000Z,"[xboxuser, xbox, 360, trailer, the, incredible, hulk, sega, sony, ps3, ps2, nintendo, wii, ds, pc]",90,https://i.ytimg.com/vi/_aUZGidp46M/default.jpg,120,360,https://i.ytimg.com/vi/_aUZGidp46M/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/_aUZGidp46M/mqdefault.jpg,320,,,,XBoxUser.de - The Incredible Hulk Gameplay Trailer,1,1,0,6,1724
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/ajeA9QclYcvpv5TEwRFBAnjoVrE""",i15mWj1uuz8,youtube#video,17,UCZaS8N2qGTZiIcGUHkT2MnA,Federazione Motociclistica Italiana,,"Benvenuti ad una nuova puntata di FMI Sport, il notiziario sportivo settimanale della Federazione Motociclistica Italiana. In questa puntata vi parleremo del mondiale moto 3 a Barcellona che ha visto gareggiare i due piloti del Team Italia Romano Fenati e Alessandro Tonucci, Il campionato mondiale Motocross MX1 con uno scatenato Antonio Cairoli che fa incetta di punti e vittorie a Saint Jean Angely, Il campionato Italiano Motorally con la quarta e quinta prova disputata a Gioia dei Marsi in Abruzzo",none,"Benvenuti ad una nuova puntata di FMI Sport, il notiziario sportivo settimanale della Federazione Motociclistica Italiana. In questa puntata vi parleremo del mondiale moto 3 a Barcellona che ha visto gareggiare i due piloti del Team Italia Romano Fenati e Alessandro Tonucci, Il campionato mondiale Motocross MX1 con uno scatenato Antonio Cairoli che fa incetta di punti e vittorie a Saint Jean Angely, Il campionato Italiano Motorally con la quarta e quinta prova disputata a Gioia dei Marsi in Abruzzo","FMISport - Team Italia, Mondiale Motocross con Tony Cairoli e il Campionato Italiano Motorally",2012-06-06T07:10:13.000Z,"[mondiale moto3, team italia, honda, ftr, tonucci, morciano, barcellona, gran premio catalunya, motogp, rossi, stoner, motorally, campionato italiano, mancini, graziani, ceci, ciarpaglini, beta, cairoli, strijbos, pourcel, gualteri, philippaerts, yamaha, suzuki, ktm, lupino, goncalves, federmoto, fmi, fenati, moto3, Philippaertz, motocross]",90,https://i.ytimg.com/vi/i15mWj1uuz8/default.jpg,120,360,https://i.ytimg.com/vi/i15mWj1uuz8/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/i15mWj1uuz8/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/i15mWj1uuz8/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/i15mWj1uuz8/sddefault.jpg,640.0,"FMISport - Team Italia, Mondiale Motocross con Tony Cairoli e il Campionato Italiano Motorally",0,2,0,10,6870
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/iOFYp4iOzufoPPb2AF05vjLqb1M""",dTFHUm9h4H0,youtube#video,17,UCG6la_HDvAobPBTDtj5B-lQ,HornHillRange,,"160 lb boar taken in Montague County, Texas using 6.5 Grendel and Armasight Zeus thermal scope

Music is ""Banjo Signal"" by Eddie Adcock, featuring Missy Raines and Glenn Duncan",none,"160 lb boar taken in Montague County, Texas using 6.5 Grendel and Armasight Zeus thermal scope

Music is ""Banjo Signal"" by Eddie Adcock, featuring Missy Raines and Glenn Duncan","Grendel Zeus Boar Down, Thermal Hog Hunt, Carpe Sus",2014-08-21T08:41:47.000Z,"[hog hunt, hog hunting, thermal scope, Armasight Zeus, Carpe Sus, 6.5 Grendel, Grendel, thermal hog hunt, thermal hog hunting, Armasight, night vision]",90,https://i.ytimg.com/vi/dTFHUm9h4H0/default.jpg,120,360,https://i.ytimg.com/vi/dTFHUm9h4H0/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/dTFHUm9h4H0/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/dTFHUm9h4H0/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/dTFHUm9h4H0/sddefault.jpg,640.0,"Grendel Zeus Boar Down, Thermal Hog Hunt, Carpe Sus",4,0,0,8,1923
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/tvUCTjUKpVmsaEFQoxCH9gtWw-U""",3ABagUJwuT8,youtube#video,22,UC3nDosbqhfehW40I0Jrz7sg,ImJanni,,"♥ Du möchtest mehr ResourcePacks? Dann abonniere doch! http://bit.ly/1B48E

♥ Eine Positive Bewertung für das ResourcePack würde mich riesig freuen! ★

♥ Thx für eure aktivität ! Ihr seid die geilsten ! ★

↓ Weitere Infos findest du hier ↓
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
Social Media:
● Teamspeak³ - jonas2246.voiceserver.me
● Twitter - @FlawlessM8_
● Ask.fm - Flawless_e7

Aufnahme von:
❅ https://www.youtube.com/user/ItsPullaa

My Resource Packs:
❅ #2Simple4Flawless PvP Pack V1. | http://bit.ly/174EtxU
❅ #2eZ4Flawless PvP Pack V2. | http://bit.ly/1K1qQPh
❅ FlawUsed PvP Pack | http://bit.ly/1xfRVbZ
❅ ResourcePack V3. | http://bit.ly/1tApyG3
❅ SpiritPack | http://bit.ly/1If1Joj

❅ ResourcePack: SpiritPack by FlawlessSG!
❅ Zum Download: http://www.mediafire.com/download/8j31m377naer5jj/%C2%A78Spirit+%C2%A75Pack.zip

❅ Musik: 
- Way Back Home (Orignal Mix)

❅ Verwendete Texturen von:
- EPGames (Bogen)
- Quasaro (Schwerter aber abgeändert)
- xZulptic / jonas2246 (FNS, GoldApfel)
- iluvchickin (Angel)
- ToxicWasteii (Widgets)

❅ Meine IGN's:
- janni2246
- FlawlessSG
- FlawlessRyskii
- xFreezarite


❅ Minecraft (1.7.10)
https://minecraft.net
Buy Minecraft: http://goo.gl/c183Fm


❅ Designer: http://bit.ly/1AaNSxv
❅ Intro: http://bit.ly/1I22qRW",none,"♥ Du möchtest mehr ResourcePacks? Dann abonniere doch! http://bit.ly/1B48E

♥ Eine Positive Bewertung für das ResourcePack würde mich riesig freuen! ★

♥ Thx für eure aktivität ! Ihr seid die geilsten ! ★

↓ Weitere Infos findest du hier ↓
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
Social Media:
● Teamspeak³ - jonas2246.voiceserver.me
● Twitter - @FlawlessM8_
● Ask.fm - Flawless_e7

Aufnahme von:
❅ https://www.youtube.com/user/ItsPullaa

My Resource Packs:
❅ #2Simple4Flawless PvP Pack V1. | http://bit.ly/174EtxU
❅ #2eZ4Flawless PvP Pack V2. | http://bit.ly/1K1qQPh
❅ FlawUsed PvP Pack | http://bit.ly/1xfRVbZ
❅ ResourcePack V3. | http://bit.ly/1tApyG3
❅ SpiritPack | http://bit.ly/1If1Joj

❅ ResourcePack: SpiritPack by FlawlessSG!
❅ Zum Download: http://www.mediafire.com/download/8j31m377naer5jj/%C2%A78Spirit+%C2%A75Pack.zip

❅ Musik: 
- Way Back Home (Orignal Mix)

❅ Verwendete Texturen von:
- EPGames (Bogen)
- Quasaro (Schwerter aber abgeändert)
- xZulptic / jonas2246 (FNS, GoldApfel)
- iluvchickin (Angel)
- ToxicWasteii (Widgets)

❅ Meine IGN's:
- janni2246
- FlawlessSG
- FlawlessRyskii
- xFreezarite


❅ Minecraft (1.7.10)
https://minecraft.net
Buy Minecraft: http://goo.gl/c183Fm


❅ Designer: http://bit.ly/1AaNSxv
❅ Intro: http://bit.ly/1I22qRW",ResourcePack #02 - SpiritPack! [Download at 100 Likes] | Teil 2/3 vom 1K Special! | FlawlessSG,2015-01-04T20:52:02.000Z,,90,https://i.ytimg.com/vi/3ABagUJwuT8/default.jpg,120,360,https://i.ytimg.com/vi/3ABagUJwuT8/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/3ABagUJwuT8/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/3ABagUJwuT8/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/3ABagUJwuT8/sddefault.jpg,640.0,ResourcePack #02 - SpiritPack! [Download at 100 Likes] | Teil 2/3 vom 1K Special! | FlawlessSG,64,8,0,323,2220
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/BQcBrVy5VBlZaO1yOlQQre6J1Ts""",-1whuLzmiGY,youtube#video,24,UCK0FIA7QCNiQzPpjqtiwHUQ,videotarotcafe,,"Horoscopo Semanal del 7 al 14 de Septiembre 2007, Tarotista Tamara  www.videotarotcafe.com",none,"Horoscopo Semanal del 7 al 14 de Septiembre 2007, Tarotista Tamara  www.videotarotcafe.com",Horoscopo Tarot ESCORPION del 7 al 14 de Septiembre 2007 - Tu Horoscopo Semanal,2007-09-06T16:35:35.000Z,"[tarot, por, videoconferencia, horoscopo, videotarot, gratis, Horóscopo, video, horóscopo, webcam, escorpion, Horoscopo, TAROT, sms]",90,https://i.ytimg.com/vi/-1whuLzmiGY/default.jpg,120,360,https://i.ytimg.com/vi/-1whuLzmiGY/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/-1whuLzmiGY/mqdefault.jpg,320,,,,Horoscopo Tarot ESCORPION del 7 al 14 de Septiembre 2007 - Tu Horoscopo Semanal,0,0,0,1,1646
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/ZgQpSUIefjJPLZVO1-0uLuWb2aQ""",ZqGLXispP08,youtube#video,24,UCH6SOpQlDrSIQ-zmajOT5OQ,GBelair,,"Mega Man 3 (NES) Music - Snake Man Stage Download all my NES Soundtracks as MP3 here
http://www.nes-snes-sprites.com/",none,"Mega Man 3 (NES) Music - Snake Man Stage Download all my NES Soundtracks as MP3 here
http://www.nes-snes-sprites.com/",Mega Man 3 (NES) Music - Snake Man Stage,2009-09-18T19:35:33.000Z,"[Mega, Man, (NES), Music, Snake, Stage, OST, Original, Soundtrack]",90,https://i.ytimg.com/vi/ZqGLXispP08/default.jpg,120,360,https://i.ytimg.com/vi/ZqGLXispP08/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/ZqGLXispP08/mqdefault.jpg,320,,,,Mega Man 3 (NES) Music - Snake Man Stage,48,2,0,315,57727
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/2Cu_Nfw9ykKlSFMEyq2ei30GYH0""",emVTluv0EJc,youtube#video,2,UCAsDB9JyKidjJbVuG4x9TJg,1304Vlad,,2012 | Long Beach Formula Drift,none,2012 | Long Beach Formula Drift,Fatlace TV/// Drift fest 2012 | Long Beach,2012-05-15T16:31:53.000Z,"[Drift, hellaflush, stance nation, JDM, long bach, speed]",90,https://i.ytimg.com/vi/emVTluv0EJc/default.jpg,120,360,https://i.ytimg.com/vi/emVTluv0EJc/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/emVTluv0EJc/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/emVTluv0EJc/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/emVTluv0EJc/sddefault.jpg,640.0,Fatlace TV/// Drift fest 2012 | Long Beach,7,0,0,39,4937
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/eglPi_d5m-Y10LXmZadG6oWklj0""",RYKdrsg8W_w,youtube#video,24,UCiNKaWmpZ4gaLQ-9uhOXGlw,LPSPintoPony,,Have a great summer every one!!!!!!!!!!!!!!!!!!,none,Have a great summer every one!!!!!!!!!!!!!!!!!!,LPS That Last Day Of School,2014-06-21T01:49:13.000Z,,90,https://i.ytimg.com/vi/RYKdrsg8W_w/default.jpg,120,360,https://i.ytimg.com/vi/RYKdrsg8W_w/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/RYKdrsg8W_w/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/RYKdrsg8W_w/sddefault.jpg,640.0,LPS That Last Day Of School,,0,0,21,2277
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/JgPqQz8c53ZZlcpL5m1cXz5LX5Y""",GRIzYQR3tHE,youtube#video,17,UCsr4ZQtg9vV48AtuJZuPGkA,Tsunami Crew,,"BBOY ARANHA TRAXART 2011
CHAVERINHO GLOBE SHOES 2011
BBOY BINHO BLUNT05
SKATE NO MUSEU VIRADA ESPORTIVA 2011",none,"BBOY ARANHA TRAXART 2011
CHAVERINHO GLOBE SHOES 2011
BBOY BINHO BLUNT05
SKATE NO MUSEU VIRADA ESPORTIVA 2011",VIRADA ESPORTIVA 2011 - Bboy & Skate,2011-09-21T02:54:54.000Z,"[BBOY, ARANHA, TRAXART, 2011, CHAVERINHO, GLOBE, SHOES, SKATE, SKATEBOARDING, skate, bboy, crew, sk8, park, dance, freestyle]",90,https://i.ytimg.com/vi/GRIzYQR3tHE/default.jpg,120,360,https://i.ytimg.com/vi/GRIzYQR3tHE/hqdefault.jpg,480,720.0,https://i.ytimg.com/vi/GRIzYQR3tHE/maxresdefault.jpg,1280.0,180,https://i.ytimg.com/vi/GRIzYQR3tHE/mqdefault.jpg,320,480.0,https://i.ytimg.com/vi/GRIzYQR3tHE/sddefault.jpg,640.0,VIRADA ESPORTIVA 2011 - Bboy & Skate,2,0,0,11,1454
0,"""I_8xdZu766_FSaexEaDXTIfEWc0/HM6pDaLZyIdTKlUo9SUz90m5fhw""",VK9fJQ4SM9o,youtube#video,17,UCDtKBo9lZY88il-lqVNEIbA,pknewclimbers,,mi recopilacion de 8 meses de entrenamiento,none,mi recopilacion de 8 meses de entrenamiento,recopilacion petisso,2007-06-07T22:32:17.000Z,"[petisso, parkour, tricks, freerunning, traceur, pk]",90,https://i.ytimg.com/vi/VK9fJQ4SM9o/default.jpg,120,360,https://i.ytimg.com/vi/VK9fJQ4SM9o/hqdefault.jpg,480,,,,180,https://i.ytimg.com/vi/VK9fJQ4SM9o/mqdefault.jpg,320,,,,recopilacion petisso,1,0,0,3,1071
